prodid, prodname, caffeine_serving, calcium_serving, carbohydrates_serving, carbon-footprint_serving,cholesterol_serving, chromium_serving, copper_serving, energy_serving, energy-from-fat_serving, erythritol_serving, fat_serving, fiber_serving, fruits-vegetables-nuts_serving, guarana-seed-extract_serving, insoluble-fiber_serving, iron_serving, magnesium_serving, manganese_serving, molybdenum_serving, monounsaturated-fat_serving, omega-3-fat_serving, pantothenic-acid_serving, phosphorus_serving, polyols_serving, polyunsaturated-fat_serving, potassium_serving, proteins_serving, salt_serving, saturated-fat_serving, selenium_serving, serum-proteins_serving, sodium_serving, soluble-fiber_serving, starch_serving, sugars_serving, taurine_serving, trans-fat_serving, vitamin-a_serving, vitamin-b1_serving, vitamin-b12_serving, vitamin-b2_serving, vitamin-b6_serving, vitamin-b9_serving,vitamin-c_serving, vitamin-d_serving, vitamin-e_serving, vitamin-pp_serving, zinc_serving
1.85889E+11," ""Peeled Snacks Much-Ado-About-Mango""", undefined,0.02,28, undefined,0, undefined, undefined,502,0, undefined,0,2, undefined, undefined, undefined,0.00036, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,2,0,0, undefined, undefined,0, undefined, undefined,20, undefined,0,0.00045, undefined, undefined, undefined, undefined, undefined,0.012, undefined, undefined, undefined, undefined
8.947E+11," ""Chobani Greek yogurt  fat free lemon""", undefined,0.2,20, undefined,0.01, undefined, undefined,544,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,13,0.254,0, undefined, undefined,0.1, undefined, undefined,17, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0.0048, undefined, undefined, undefined, undefined
540063," ""Kefir low fat""", undefined,0.3,26, undefined,0.015, undefined, undefined,669,84, undefined,2.5,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,9,0.2794,1.5, undefined, undefined,0.11, undefined, undefined,14, undefined,0,0.000225, undefined, undefined, undefined, undefined, undefined,0,1.00E-05, undefined, undefined, undefined
42222870009," ""Turkey Bacon""", undefined,0.02,0, undefined,0.01, undefined, undefined,126,84, undefined,2.5,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,2,0.3302,0.5, undefined, undefined,0.13, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
7289149," ""Heineken""", undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
73230000331," ""Skinless & Boneless Sardines in Olive Oil""", undefined,0.04,0, undefined,0.015, undefined, undefined,711,377, undefined,10,0, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined,1.7, undefined, undefined, undefined, undefined, undefined,21,0.5842,2, undefined, undefined,0.23, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
41331024785," ""Garbanzos/Chick Peas""", undefined,0.05,29, undefined,0, undefined, undefined,460,0, undefined,2,14, undefined, undefined, undefined,0.0018, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,8,0.0889,0, undefined, undefined,0.035, undefined, undefined,1, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
16000416109," ""100% Mashed Potatoes """, undefined,0,19, undefined,0, undefined, undefined,377,0, undefined,0,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.32,2,0.0635,0, undefined, undefined,0.025, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
29319910169," ""Large Round Cheese Ravioli """, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
73230100338," ""Skinless & Boneless Sardines""", undefined,0.04,0, undefined,0.015, undefined, undefined,711, undefined, undefined,10,0, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,21,0.5842,2, undefined, undefined,0.23, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
6.20402E+12," ""Gruyère Chick'n Cutlets""", undefined,0.11,23, undefined,0.02, undefined, undefined,1130, undefined, undefined,15,3, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,11,1.2954,4, undefined, undefined,0.51, undefined, undefined,3, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
78342017604," ""Barbecue Pork Rub""", undefined, undefined, , undefined, undefined, undefined, undefined, , undefined, undefined, , , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, , , , undefined, undefined, , undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
3431209," ""Genuine Chocolate Flavor Syrup""", undefined,0,24, undefined,0, undefined, undefined,418,0, undefined,0,1, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,1,0.0381,0, undefined, undefined,0.015, undefined, undefined,20, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
43000204337," ""Vanilla""", undefined,0,23, undefined,0, undefined, undefined,377,0, undefined,0,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.889,0, undefined, undefined,0.35, undefined, undefined,19, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
6.02348E+11," ""Kitchen Sink """, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
8.58183E+11," ""Carolina Sauce """, undefined,0.02,10, undefined,0, undefined, undefined,167,0, undefined,0,0, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.635,0, undefined, undefined,0.25, undefined, undefined,8, undefined,0,3.00E-05, undefined, undefined, undefined, undefined, undefined,0.0012, undefined, undefined, undefined, undefined
34000114702," ""Reese's Pieces""", undefined,0,25, undefined,0, undefined, undefined,837,335, undefined,9,2, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,5,0.1397,8, undefined, undefined,0.055, undefined, undefined,21, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
3424801," ""undefined""", undefined, undefined,27, undefined,0, undefined, undefined,879,335, undefined,10,2, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,5,0.1524,8, undefined, undefined,0.06, undefined, undefined,22, undefined,0,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
73490125010," ""Matzos""", undefined,0,28, undefined,0, undefined, undefined,523, undefined, undefined,0,1, undefined, undefined, undefined,0.00054, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,3,0,0, undefined, undefined,0, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
36632011084," ""Light & Fit Greek Crunch Coconut Chocolate Bliss""", undefined,0.1,16, undefined,0.005, undefined, undefined,544, undefined, undefined,3,1, undefined, undefined, undefined,0.00036, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,12,0.1905,1, undefined, undefined,0.075, undefined, undefined,11, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
41318200850," ""Schnucks Balsamic Vinaigrette Dressing""", undefined,0,3, undefined,0, undefined, undefined,377,335, undefined,9,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.7366,1, undefined, undefined,0.29, undefined, undefined,2, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
41318200188," ""Schnucks Robust Italian Dressing""", undefined,0,4, undefined,0, undefined, undefined,335,251, undefined,7,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.8636,1, undefined, undefined,0.34, undefined, undefined,4, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0.0024, undefined, undefined, undefined, undefined
73410028032," ""Brownberry Healthful nuts & seeds 100% Whole Grain Bread""", undefined,0.04,14, undefined,0, undefined, undefined,335,63, undefined,2,3, undefined, undefined, undefined,0.00072, undefined, undefined, undefined,1, undefined, undefined, undefined, undefined,0.5, undefined,3,0.3429,0, undefined, undefined,0.135, undefined, undefined,2, undefined,0,0,6.00E-05, undefined,3.40E-05, undefined,8.00E-06,0, undefined, undefined,0.0008, undefined
48001245280," ""Knorr Homestyle Stock  Vegetable""", undefined, undefined,0, undefined, undefined, undefined, undefined,42,42, undefined,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,1.905,0.5, undefined, undefined,0.75, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
41318021196," ""Schnucks Diced Tomatoes""",0.04,5, undefined,0, undefined, undefined,105,0, undefined,0,1, undefined, undefined, undefined,0.00036, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.23,1,0.0381,0, undefined, undefined,0.015, undefined, undefined,3, undefined,0,0.00015, undefined, undefined, undefined, undefined, undefined,0.009, undefined, undefined, undefined, undefined,
93966130003," ""Cultured Butter  unsalted""", undefined,0,0, undefined,0.03, undefined, undefined,418,418, undefined,11,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0,7, undefined, undefined,0, undefined, undefined,0, undefined,0,0.00012, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
51500239131," ""Crisco All-Vegetable Shortening""", undefined, undefined,0, undefined,0, undefined, undefined,460,460, undefined,12, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0,3.5, undefined, undefined,0, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
41318080100," ""Schnucks Blackeye Peas""", undefined,0.02,23, undefined, undefined, undefined, undefined,377, undefined, undefined,0,10, undefined, undefined, undefined,0.0027, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,9,0.0381,0, undefined, undefined,0.015, undefined, undefined,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
71524011964," ""La Preferida Chick Peas""", undefined,0.06,29, undefined, undefined, undefined, undefined,460, undefined, undefined,2,14, undefined, undefined, undefined,0.0018, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,8,0.0635,0, undefined, undefined,0.025, undefined, undefined,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
28000214951," ""Toll House Cocoa""", undefined, undefined,3, undefined, undefined, undefined, undefined,63, undefined, undefined,0.5,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,1,0,0, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
2511328," ""HamBeens 15 Bean Soup""", undefined,0.04,20, undefined, undefined, undefined, undefined,502, undefined, undefined,0.5,9, undefined, undefined, undefined,0.0018, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.47,8,0.1778,0, undefined, undefined,0.07, undefined, undefined,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
8.34183E+11," ""House Cut Fries""", undefined,0,23, undefined,0, undefined, undefined,544,126, undefined,3.5,2, undefined, undefined, undefined,0.00036, undefined, undefined, undefined,2.5, undefined, undefined, undefined, undefined,1,0.41,2,0.508,0, undefined, undefined,0.2, undefined, undefined,1, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0.0036, undefined, undefined, undefined, undefined
6.88267E+11," ""Vanilla Cream Seltzer Water""", undefined, undefined,0, undefined, undefined, undefined, undefined,0, undefined, undefined,0,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0,0, undefined, undefined,0, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
8.91071E+11," ""Authentic French Cheese&Cream Broche""", undefined,0.05,21, undefined,0.02, undefined, undefined,586,167, undefined,4,1, undefined, undefined, undefined,0.00018, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,4,0.4064,2, undefined, undefined,0.16, undefined, undefined,8, undefined,0,1.50E-05, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
68437912686," """"", undefined,0.02,29, undefined,0.005, undefined, undefined,879,418, undefined,12,2, undefined, undefined, undefined,0.0018, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,2,0.1397,8, undefined, undefined,0.055, undefined, undefined,23, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
68437912679," """"", undefined,0.02,26, undefined,0, undefined, undefined,920,502, undefined,14,3, undefined, undefined, undefined,0.0027, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,3,0.1016,8, undefined, undefined,0.04, undefined, undefined,23, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
70271003635," ""H.K. Anderson Peanut Butter Filled Pretzel Nugets """, undefined,0,15, undefined,0, undefined, undefined,628,251, undefined,7,2, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,5,0.8382,1.5, undefined, undefined,0.33, undefined, undefined,2, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
259255," ""undefined""", undefined, undefined, undefined, undefined, undefined, undefined, undefined,230, undefined, undefined,3,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,5,1.3208,0.5, undefined, undefined,0.52, undefined, undefined,4, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
8.56044E+11," ""undefined""", undefined, undefined, undefined, undefined, undefined, undefined, undefined,100, undefined, undefined, undefined,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,3, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
27000009338," ""Blue Bonnet""", undefined,0,1, undefined,0, undefined, undefined,251,251, undefined,6,0, undefined, undefined, undefined,0, undefined, undefined, undefined,1.5, undefined, undefined, undefined, undefined,3, undefined,0,0.3175,1.5, undefined, undefined,0.125, undefined, undefined,0, undefined,0,9.00E-05, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
21000604654," ""Singles White American""", undefined, undefined,2, undefined,0.015, undefined, undefined,251,167, undefined,4.5,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,4,0.5588,2.5, undefined, undefined,0.22, undefined, undefined,2, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
2E+12," ""Lotao Oriental Kiss""", undefined, undefined, , undefined, undefined, undefined, undefined, , undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
2E+12," ""Lotao Ginger Kiss""", undefined, undefined, , undefined, undefined, undefined, undefined, , undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
2E+12," ""Lotao Java Kiss""", undefined, undefined, , undefined, undefined, undefined, undefined, , undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
2E+12," ""Lotao Indian Tiger Umbra""", undefined, undefined, , undefined, undefined, undefined, undefined, , undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
2E+12," ""Lotao Wizard of Laos""", undefined, undefined, , undefined, undefined, undefined, undefined, , undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
2E+12," ""Lotao Glam Wedding Pink""", undefined, undefined, , undefined, undefined, undefined, undefined, , undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
7.93573E+11," ""Double chocolate macadamia""", undefined, undefined,11, undefined,0, undefined, undefined,485,339, undefined,9,3, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,5, undefined, undefined,1,0.11176,6, undefined, undefined,0.044, undefined, undefined,2, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
84253444200," ""Chocolate Pie Non - Dairy Frozen Dessert""", undefined,0, undefined, undefined,0, undefined, undefined,1381,0, undefined,19,2, undefined, undefined, undefined,0.00108, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,3,0.127,8, undefined, undefined,0.05, undefined, undefined,14, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
514941," ""Brussels Sprouts Parmyère""", undefined,0.06,12, undefined,0.04, undefined, undefined,795,586, undefined,15,2, undefined, undefined, undefined,0.00108, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,3,0.8382,8, undefined, undefined,0.33, undefined, undefined,2, undefined,0,0.0003, undefined, undefined, undefined, undefined, undefined,0.042, undefined, undefined, undefined, undefined
12000302404," ""Sierra Mist""", undefined, undefined,30, undefined, undefined, undefined, undefined,502, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.0889, undefined, undefined, undefined,0.035, undefined, undefined,29, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
51500760802," ""Creamy supreme vanilla""", undefined, undefined,22, undefined, undefined, undefined, undefined,586,209, undefined,5, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.1651,2.5, undefined, undefined,0.065, undefined, undefined,20, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
82592720153," ""Green Machine""", undefined,0.02,33, undefined, undefined, undefined, undefined,586, undefined, undefined,0,28, undefined, undefined, undefined,0.00072,0.024, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.4,2,0.0381, undefined, undefined, undefined,0.015, undefined, undefined, undefined, undefined, undefined,0.00075,3.00E-05,1.50E-06,0.00017,0.0003, undefined,0.024, undefined, undefined, undefined, undefined
21000658947," ""Macaroni & Cheese Dinner""", undefined,0.1,48, undefined,0.01, undefined, undefined,1088,105, undefined,3,1, undefined, undefined, undefined,0.0018, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,9,1.4478,1.5, undefined, undefined,0.57, undefined, undefined,7, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
44000045548," ""Cheddar 'n Bacon easy Cheese""", undefined, undefined,2, undefined, undefined, undefined, undefined, undefined, undefined, undefined,6,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,5,1.0922,3, undefined, undefined,0.43, undefined, undefined,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
74574835108," ""Crushed Garlic""", undefined, undefined,1, undefined, undefined, undefined, undefined,42,0, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined,0, undefined,0,0,0, undefined, undefined,0, undefined, undefined,0, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
25500003818," ""Folgers House Blend""", undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
77319203033," ""Italian Breaded Mozzarella Sticks""", undefined,0.15,9, undefined,0.015, undefined, undefined,502,209, undefined,6,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,7,0.7366,2.5, undefined, undefined,0.29, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
7.34868E+11," ""Tapenade Artichoke Spread""", undefined,0.02,1, undefined,0, undefined, undefined,126,105, undefined,3,0, undefined, undefined, undefined,0.00036, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.2286,0, undefined, undefined,0.09, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0.0012, undefined, undefined, undefined, undefined
35826075338," ""Hot sauce""", undefined, undefined,0, undefined, undefined, undefined, undefined,0,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.3302, undefined, undefined, undefined,0.13, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
41335001768," ""Ken's steak house""", undefined,0,1, undefined,0.01, undefined, undefined,711,669, undefined,18,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,1,0.635,3, undefined, undefined,0.25, undefined, undefined,1, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0.0012, undefined, undefined, undefined, undefined
41335332183," ""Ranch""", undefined,0.006,0.6, undefined,0.003, undefined, undefined,176,176, undefined,4.5,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.221,0.75, undefined, undefined,0.087, undefined, undefined,0.3, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
45300000503," ""Peter Pan Creamy""", undefined,0,6, undefined,0, undefined, undefined,879,628, undefined,17,2, undefined, undefined, undefined,0.00036, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,8,0.3556,3, undefined, undefined,0.14, undefined, undefined,3, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
31506764844," ""Bacon & Horseradish Cheddar Cheese""", undefined,0.2,1, undefined,0.03, undefined, undefined,460,335, undefined,9,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,6,0.6858,5, undefined, undefined,0.27, undefined, undefined,1, undefined,0,9.00E-05, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
31506948169," ""Horseradish Cheddar""", undefined,0.2,1, undefined,0.03, undefined, undefined,460,335, undefined,9,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,6,0.6858,5, undefined, undefined,0.27, undefined, undefined,1, undefined,0,9.00E-05, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
14800002737," ""Applesauce Granny Smith""", undefined, undefined,10, undefined, undefined, undefined, undefined,167, undefined, undefined,0,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.075,0,0.0127, undefined, undefined, undefined,0.005, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.015, undefined, undefined, undefined, undefined
73230000515," ""Fancy whole Smoked Oysters in cottonseed oil""", undefined,0.04,8, undefined,0.06, undefined, undefined,711,335, undefined,9,1, undefined, undefined, undefined,0.0108, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,14,0.7112,4, undefined, undefined,0.28, undefined, undefined,0, undefined,0,0.00012, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
524094," ""Cinnamon raisin bagels""", undefined,0.04,45, undefined,0, undefined, undefined,920,42, undefined,1,3, undefined, undefined, undefined,0.0027, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,9,0.6858,0, undefined, undefined,0.27, undefined, undefined,6, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
